# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 344         4.447       51.962      -4.30       Rotterdam   
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,HH,    T
  344,20190630,    5,  217
  344,20190630,    6,  211
  344,20190630,    7,  211
  344,20190630,    8,  206
  344,20190630,    9,  221
  344,20190630,   10,  215
  344,20190630,   11,  210
  344,20190630,   12,  214
  344,20190630,   13,  212
  344,20190630,   14,  219
  344,20190630,   15,  223
  344,20190630,   16,  212
  344,20190630,   17,  210
  344,20190630,   18,  205
  344,20190630,   19,  196
  344,20190630,   20,  172
  344,20190630,   21,  163
  344,20190630,   22,  156
  344,20190630,   23,  167
  344,20190630,   24,  171
  344,20190701,    1,  169
  344,20190701,    2,  169
  344,20190701,    3,  164
  344,20190701,    4,  161
  344,20190701,    5,  167
  344,20190701,    6,  175
  344,20190701,    7,  185
  344,20190701,    8,  190
  344,20190701,    9,  187
  344,20190701,   10,  201
  344,20190701,   11,  192
  344,20190701,   12,  197
  344,20190701,   13,  199
  344,20190701,   14,  195
  344,20190701,   15,  190
  344,20190701,   16,  190
  344,20190701,   17,  191
  344,20190701,   18,  186
  344,20190701,   19,  176
  344,20190701,   20,  160
  344,20190701,   21,  147
  344,20190701,   22,  149
  344,20190701,   23,  151
  344,20190701,   24,  155
  344,20190702,    1,  142
  344,20190702,    2,  140
  344,20190702,    3,  127
  344,20190702,    4,  145
  344,20190702,    5,  159
  344,20190702,    6,  168
  344,20190702,    7,  176
  344,20190702,    8,  184
  344,20190702,    9,  192
  344,20190702,   10,  191
  344,20190702,   11,  196
  344,20190702,   12,  201
  344,20190702,   13,  204
  344,20190702,   14,  207
  344,20190702,   15,  201
  344,20190702,   16,  193
  344,20190702,   17,  189
  344,20190702,   18,  178
  344,20190702,   19,  165
  344,20190702,   20,  149
  344,20190702,   21,  141
  344,20190702,   22,  133
  344,20190702,   23,  110
  344,20190702,   24,  111
  344,20190703,    1,  105
  344,20190703,    2,  102
  344,20190703,    3,   97
  344,20190703,    4,  105
  344,20190703,    5,  116
  344,20190703,    6,  152
  344,20190703,    7,  170
  344,20190703,    8,  173
  344,20190703,    9,  190
  344,20190703,   10,  188
  344,20190703,   11,  179
  344,20190703,   12,  183
  344,20190703,   13,  184
  344,20190703,   14,  186
  344,20190703,   15,  195
  344,20190703,   16,  187
  344,20190703,   17,  181
  344,20190703,   18,  170
  344,20190703,   19,  158
  344,20190703,   20,  142
  344,20190703,   21,  131
  344,20190703,   22,  121
  344,20190703,   23,  107
  344,20190703,   24,  109
  344,20190704,    1,   90
  344,20190704,    2,   89
  344,20190704,    3,   83
  344,20190704,    4,   87
  344,20190704,    5,  106
  344,20190704,    6,  137
  344,20190704,    7,  161
  344,20190704,    8,  167
  344,20190704,    9,  178
  344,20190704,   10,  192
  344,20190704,   11,  200
  344,20190704,   12,  202
  344,20190704,   13,  216
  344,20190704,   14,  212
  344,20190704,   15,  205
  344,20190704,   16,  200
  344,20190704,   17,  191
  344,20190704,   18,  178
  344,20190704,   19,  172
  344,20190704,   20,  157
  344,20190704,   21,  152
  344,20190704,   22,  163
  344,20190704,   23,  160
  344,20190704,   24,  155
  344,20190705,    1,  156
  344,20190705,    2,  162
  344,20190705,    3,  162
  344,20190705,    4,  160
  344,20190705,    5,  164
  344,20190705,    6,  176
  344,20190705,    7,  182
  344,20190705,    8,  190
  344,20190705,    9,  193
  344,20190705,   10,  197
  344,20190705,   11,  213
  344,20190705,   12,  208
  344,20190705,   13,  213
  344,20190705,   14,  204
  344,20190705,   15,  200
  344,20190705,   16,  204
  344,20190705,   17,  204
  344,20190705,   18,  190
  344,20190705,   19,  186
  344,20190705,   20,  165
  344,20190705,   21,  155
  344,20190705,   22,  141
  344,20190705,   23,  143
  344,20190705,   24,  144
  344,20190706,    1,  135
  344,20190706,    2,  152
  344,20190706,    3,  160
  344,20190706,    4,  161
  344,20190706,    5,  175
  344,20190706,    6,  189
  344,20190706,    7,  202
  344,20190706,    8,  208
  344,20190706,    9,  212
  344,20190706,   10,  209
  344,20190706,   11,  214
  344,20190706,   12,  202
  344,20190706,   13,  203
  344,20190706,   14,  192
  344,20190706,   15,  166
  344,20190706,   16,  164
  344,20190706,   17,  154
  344,20190706,   18,  153
  344,20190706,   19,  152
  344,20190706,   20,  150
  344,20190706,   21,  147
  344,20190706,   22,  135
  344,20190706,   23,  119
  344,20190706,   24,  111
  344,20190707,    1,  111
  344,20190707,    2,   98
  344,20190707,    3,  117
  344,20190707,    4,  102
  344,20190707,    5,  120
  344,20190707,    6,  149
  344,20190707,    7,  161
  344,20190707,    8,  147
  344,20190707,    9,  143
  344,20190707,   10,  165
  344,20190707,   11,  165
  344,20190707,   12,  177
  344,20190707,   13,  178
  344,20190707,   14,  175
  344,20190707,   15,  164
  344,20190707,   16,  164
  344,20190707,   17,  164
  344,20190707,   18,  160
  344,20190707,   19,  151
  344,20190707,   20,  134
  344,20190707,   21,  107
  344,20190707,   22,  101
  344,20190707,   23,  109
  344,20190707,   24,   99
  344,20190708,    1,  116
  344,20190708,    2,  123
  344,20190708,    3,  116
  344,20190708,    4,  124
  344,20190708,    5,  137
  344,20190708,    6,  145
  344,20190708,    7,  158
  344,20190708,    8,  155
  344,20190708,    9,  157
  344,20190708,   10,  165
  344,20190708,   11,  166
  344,20190708,   12,  168
  344,20190708,   13,  168
  344,20190708,   14,  171
  344,20190708,   15,  156
  344,20190708,   16,  162
  344,20190708,   17,  149
  344,20190708,   18,  150
  344,20190708,   19,  141
  344,20190708,   20,  128
  344,20190708,   21,  107
  344,20190708,   22,  107
  344,20190708,   23,  102
  344,20190708,   24,   92
  344,20190709,    1,   85
  344,20190709,    2,   88
  344,20190709,    3,   87
  344,20190709,    4,   97
  344,20190709,    5,  109
  344,20190709,    6,  138
  344,20190709,    7,  163
  344,20190709,    8,  160
  344,20190709,    9,  173
  344,20190709,   10,  180
  344,20190709,   11,  183
  344,20190709,   12,  187
  344,20190709,   13,  187
  344,20190709,   14,  187
  344,20190709,   15,  183
  344,20190709,   16,  175
  344,20190709,   17,  173
  344,20190709,   18,  166
  344,20190709,   19,  162
  344,20190709,   20,  148
  344,20190709,   21,  130
  344,20190709,   22,  127
  344,20190709,   23,  129
  344,20190709,   24,  140
  344,20190710,    1,  133
  344,20190710,    2,  140
  344,20190710,    3,  142
  344,20190710,    4,  142
  344,20190710,    5,  146
  344,20190710,    6,  147
  344,20190710,    7,  153
  344,20190710,    8,  165
  344,20190710,    9,  177
  344,20190710,   10,  182
  344,20190710,   11,  187
  344,20190710,   12,  159
  344,20190710,   13,  159
  344,20190710,   14,  155
  344,20190710,   15,  156
  344,20190710,   16,  159
  344,20190710,   17,  162
  344,20190710,   18,  165
  344,20190710,   19,  164
  344,20190710,   20,  163
  344,20190710,   21,  165
  344,20190710,   22,  165
  344,20190710,   23,  166
  344,20190710,   24,  166
  344,20190711,    1,  168
  344,20190711,    2,  169
  344,20190711,    3,  165
  344,20190711,    4,  165
  344,20190711,    5,  170
  344,20190711,    6,  186
  344,20190711,    7,  195
  344,20190711,    8,  202
  344,20190711,    9,  211
  344,20190711,   10,  215
  344,20190711,   11,  220
  344,20190711,   12,  221
  344,20190711,   13,  220
  344,20190711,   14,  234
  344,20190711,   15,  226
  344,20190711,   16,  231
  344,20190711,   17,  222
  344,20190711,   18,  211
  344,20190711,   19,  196
  344,20190711,   20,  176
  344,20190711,   21,  177
  344,20190711,   22,  169
  344,20190711,   23,  161
  344,20190711,   24,  158
  344,20190712,    1,  154
  344,20190712,    2,  173
  344,20190712,    3,  163
  344,20190712,    4,  167
  344,20190712,    5,  170
  344,20190712,    6,  175
  344,20190712,    7,  173
  344,20190712,    8,  192
  344,20190712,    9,  201
  344,20190712,   10,  159
  344,20190712,   11,  159
  344,20190712,   12,  173
  344,20190712,   13,  172
  344,20190712,   14,  188
  344,20190712,   15,  192
  344,20190712,   16,  189
  344,20190712,   17,  188
  344,20190712,   18,  175
  344,20190712,   19,  169
  344,20190712,   20,  166
  344,20190712,   21,  163
  344,20190712,   22,  161
  344,20190712,   23,  160
  344,20190712,   24,  160
  344,20190713,    1,  160
  344,20190713,    2,  159
  344,20190713,    3,  159
  344,20190713,    4,  159
  344,20190713,    5,  163
  344,20190713,    6,  167
  344,20190713,    7,  168
  344,20190713,    8,  165
  344,20190713,    9,  173
  344,20190713,   10,  176
  344,20190713,   11,  183
  344,20190713,   12,  190
  344,20190713,   13,  199
  344,20190713,   14,  202
  344,20190713,   15,  193
  344,20190713,   16,  178
  344,20190713,   17,  173
  344,20190713,   18,  167
  344,20190713,   19,  153
  344,20190713,   20,  157
  344,20190713,   21,  154
  344,20190713,   22,  153
  344,20190713,   23,  154
  344,20190713,   24,  154
  344,20190714,    1,  152
  344,20190714,    2,  152
  344,20190714,    3,  143
  344,20190714,    4,  139
  344,20190714,    5,  136
  344,20190714,    6,  148
  344,20190714,    7,  144
  344,20190714,    8,  146
  344,20190714,    9,  163
  344,20190714,   10,  156
  344,20190714,   11,  176
  344,20190714,   12,  172
  344,20190714,   13,  179
  344,20190714,   14,  179
  344,20190714,   15,  176
  344,20190714,   16,  173
  344,20190714,   17,  165
  344,20190714,   18,  160
  344,20190714,   19,  155
  344,20190714,   20,  150
  344,20190714,   21,  150
  344,20190714,   22,  149
  344,20190714,   23,  148
  344,20190714,   24,  147
  344,20190715,    1,  145
  344,20190715,    2,  144
  344,20190715,    3,  138
  344,20190715,    4,  132
  344,20190715,    5,  139
  344,20190715,    6,  139
  344,20190715,    7,  145
  344,20190715,    8,  148
  344,20190715,    9,  155
  344,20190715,   10,  167
  344,20190715,   11,  150
  344,20190715,   12,  164
  344,20190715,   13,  166
  344,20190715,   14,  167
  344,20190715,   15,  165
  344,20190715,   16,  159
  344,20190715,   17,  165
  344,20190715,   18,  159
  344,20190715,   19,  153
  344,20190715,   20,  152
  344,20190715,   21,  144
  344,20190715,   22,  143
  344,20190715,   23,  140
  344,20190715,   24,  138
  344,20190716,    1,  139
  344,20190716,    2,  141
  344,20190716,    3,  141
  344,20190716,    4,  143
  344,20190716,    5,  143
  344,20190716,    6,  151
  344,20190716,    7,  155
  344,20190716,    8,  157
  344,20190716,    9,  164
  344,20190716,   10,  165
  344,20190716,   11,  171
  344,20190716,   12,  182
  344,20190716,   13,  192
  344,20190716,   14,  186
  344,20190716,   15,  189
  344,20190716,   16,  195
  344,20190716,   17,  197
  344,20190716,   18,  190
  344,20190716,   19,  174
  344,20190716,   20,  152
  344,20190716,   21,  146
  344,20190716,   22,  132
  344,20190716,   23,  125
  344,20190716,   24,  114
  344,20190717,    1,  105
  344,20190717,    2,  102
  344,20190717,    3,   98
  344,20190717,    4,  102
  344,20190717,    5,  119
  344,20190717,    6,  150
  344,20190717,    7,  167
  344,20190717,    8,  181
  344,20190717,    9,  195
  344,20190717,   10,  209
  344,20190717,   11,  222
  344,20190717,   12,  225
  344,20190717,   13,  237
  344,20190717,   14,  238
  344,20190717,   15,  233
  344,20190717,   16,  233
  344,20190717,   17,  226
  344,20190717,   18,  217
  344,20190717,   19,  203
  344,20190717,   20,  176
  344,20190717,   21,  186
  344,20190717,   22,  180
  344,20190717,   23,  186
  344,20190717,   24,  190
  344,20190718,    1,  194
  344,20190718,    2,  197
  344,20190718,    3,  186
  344,20190718,    4,  184
  344,20190718,    5,  183
  344,20190718,    6,  189
  344,20190718,    7,  192
  344,20190718,    8,  201
  344,20190718,    9,  206
  344,20190718,   10,  211
  344,20190718,   11,  208
  344,20190718,   12,  208
  344,20190718,   13,  211
  344,20190718,   14,  219
  344,20190718,   15,  210
  344,20190718,   16,  193
  344,20190718,   17,  191
  344,20190718,   18,  182
  344,20190718,   19,  184
  344,20190718,   20,  182
  344,20190718,   21,  184
  344,20190718,   22,  179
  344,20190718,   23,  163
  344,20190718,   24,  158
  344,20190719,    1,  172
  344,20190719,    2,  160
  344,20190719,    3,  164
  344,20190719,    4,  147
  344,20190719,    5,  153
  344,20190719,    6,  173
  344,20190719,    7,  184
  344,20190719,    8,  196
  344,20190719,    9,  210
  344,20190719,   10,  219
  344,20190719,   11,  232
  344,20190719,   12,  238
  344,20190719,   13,  219
  344,20190719,   14,  224
  344,20190719,   15,  226
  344,20190719,   16,  225
  344,20190719,   17,  206
  344,20190719,   18,  202
  344,20190719,   19,  197
  344,20190719,   20,  184
  344,20190719,   21,  187
  344,20190719,   22,  188
  344,20190719,   23,  182
  344,20190719,   24,  177
  344,20190720,    1,  172
  344,20190720,    2,  191
  344,20190720,    3,  190
  344,20190720,    4,  197
  344,20190720,    5,  198
  344,20190720,    6,  192
  344,20190720,    7,  185
  344,20190720,    8,  178
  344,20190720,    9,  175
  344,20190720,   10,  186
  344,20190720,   11,  195
  344,20190720,   12,  228
  344,20190720,   13,  213
  344,20190720,   14,  180
  344,20190720,   15,  202
  344,20190720,   16,  219
  344,20190720,   17,  211
  344,20190720,   18,  205
  344,20190720,   19,  197
  344,20190720,   20,  188
  344,20190720,   21,  184
  344,20190720,   22,  179
  344,20190720,   23,  179
  344,20190720,   24,  175
  344,20190721,    1,  173
  344,20190721,    2,  179
  344,20190721,    3,  170
  344,20190721,    4,  170
  344,20190721,    5,  167
  344,20190721,    6,  178
  344,20190721,    7,  190
  344,20190721,    8,  195
  344,20190721,    9,  199
  344,20190721,   10,  208
  344,20190721,   11,  211
  344,20190721,   12,  217
  344,20190721,   13,  216
  344,20190721,   14,  214
  344,20190721,   15,  218
  344,20190721,   16,  213
  344,20190721,   17,  214
  344,20190721,   18,  207
  344,20190721,   19,  191
  344,20190721,   20,  174
  344,20190721,   21,  172
  344,20190721,   22,  160
  344,20190721,   23,  164
  344,20190721,   24,  169
  344,20190722,    1,  173
  344,20190722,    2,  168
  344,20190722,    3,  167
  344,20190722,    4,  172
  344,20190722,    5,  176
  344,20190722,    6,  186
  344,20190722,    7,  199
  344,20190722,    8,  208
  344,20190722,    9,  219
  344,20190722,   10,  232
  344,20190722,   11,  238
  344,20190722,   12,  246
  344,20190722,   13,  252
  344,20190722,   14,  256
  344,20190722,   15,  249
  344,20190722,   16,  245
  344,20190722,   17,  241
  344,20190722,   18,  229
  344,20190722,   19,  216
  344,20190722,   20,  197
  344,20190722,   21,  191
  344,20190722,   22,  182
  344,20190722,   23,  171
  344,20190722,   24,  176
  344,20190723,    1,  172
  344,20190723,    2,  163
  344,20190723,    3,  152
  344,20190723,    4,  151
  344,20190723,    5,  168
  344,20190723,    6,  210
  344,20190723,    7,  231
  344,20190723,    8,  256
  344,20190723,    9,  272
  344,20190723,   10,  284
  344,20190723,   11,  294
  344,20190723,   12,  300
  344,20190723,   13,  309
  344,20190723,   14,  306
  344,20190723,   15,  311
  344,20190723,   16,  311
  344,20190723,   17,  301
  344,20190723,   18,  291
  344,20190723,   19,  260
  344,20190723,   20,  248
  344,20190723,   21,  226
  344,20190723,   22,  222
  344,20190723,   23,  211
  344,20190723,   24,  200
  344,20190724,    1,  191
  344,20190724,    2,  202
  344,20190724,    3,  213
  344,20190724,    4,  215
  344,20190724,    5,  203
  344,20190724,    6,  243
  344,20190724,    7,  271
  344,20190724,    8,  296
  344,20190724,    9,  316
  344,20190724,   10,  333
  344,20190724,   11,  342
  344,20190724,   12,  354
  344,20190724,   13,  320
  344,20190724,   14,  331
  344,20190724,   15,  299
  344,20190724,   16,  298
  344,20190724,   17,  276
  344,20190724,   18,  266
  344,20190724,   19,  244
  344,20190724,   20,  229
  344,20190724,   21,  209
  344,20190724,   22,  204
  344,20190724,   23,  197
  344,20190724,   24,  184
  344,20190725,    1,  184
  344,20190725,    2,  190
  344,20190725,    3,  197
  344,20190725,    4,  188
  344,20190725,    5,  202
  344,20190725,    6,  227
  344,20190725,    7,  252
  344,20190725,    8,  279
  344,20190725,    9,  295
  344,20190725,   10,  319
  344,20190725,   11,  335
  344,20190725,   12,  350
  344,20190725,   13,  358
  344,20190725,   14,  366
  344,20190725,   15,  370
  344,20190725,   16,  372
  344,20190725,   17,  365
  344,20190725,   18,  354
  344,20190725,   19,  340
  344,20190725,   20,  330
  344,20190725,   21,  319
  344,20190725,   22,  309
  344,20190725,   23,  299
  344,20190725,   24,  250
  344,20190726,    1,  239
  344,20190726,    2,  231
  344,20190726,    3,  229
  344,20190726,    4,  221
  344,20190726,    5,  226
  344,20190726,    6,  245
  344,20190726,    7,  265
  344,20190726,    8,  287
  344,20190726,    9,  309
  344,20190726,   10,  323
  344,20190726,   11,  338
  344,20190726,   12,  315
  344,20190726,   13,  294
  344,20190726,   14,  286
  344,20190726,   15,  279
  344,20190726,   16,  293
  344,20190726,   17,  284
  344,20190726,   18,  271
  344,20190726,   19,  243
  344,20190726,   20,  219
  344,20190726,   21,  217
  344,20190726,   22,  209
  344,20190726,   23,  197
  344,20190726,   24,  187
  344,20190727,    1,  186
  344,20190727,    2,  184
  344,20190727,    3,  184
  344,20190727,    4,  191
  344,20190727,    5,  193
  344,20190727,    6,  192
  344,20190727,    7,  193
  344,20190727,    8,  200
  344,20190727,    9,  200
  344,20190727,   10,  205
  344,20190727,   11,  218
  344,20190727,   12,  231
  344,20190727,   13,  212
  344,20190727,   14,  199
  344,20190727,   15,  197
  344,20190727,   16,  193
  344,20190727,   17,  190
  344,20190727,   18,  189
  344,20190727,   19,  189
  344,20190727,   20,  184
  344,20190727,   21,  183
  344,20190727,   22,  183
  344,20190727,   23,  182
  344,20190727,   24,  180
  344,20190728,    1,  179
  344,20190728,    2,  178
  344,20190728,    3,  179
  344,20190728,    4,  180
  344,20190728,    5,  181
  344,20190728,    6,  183
  344,20190728,    7,  183
  344,20190728,    8,  184
  344,20190728,    9,  183
  344,20190728,   10,  186
  344,20190728,   11,  185
  344,20190728,   12,  187
  344,20190728,   13,  187
  344,20190728,   14,  188
  344,20190728,   15,  192
  344,20190728,   16,  188
  344,20190728,   17,  187
  344,20190728,   18,  186
  344,20190728,   19,  183
  344,20190728,   20,  179
  344,20190728,   21,  179
  344,20190728,   22,  173
  344,20190728,   23,  169
  344,20190728,   24,  168
  344,20190729,    1,  165
  344,20190729,    2,  160
  344,20190729,    3,  153
  344,20190729,    4,  156
  344,20190729,    5,  162
  344,20190729,    6,  168
  344,20190729,    7,  179
  344,20190729,    8,  199
  344,20190729,    9,  213
  344,20190729,   10,  221
  344,20190729,   11,  216
  344,20190729,   12,  232
  344,20190729,   13,  222
  344,20190729,   14,  236
  344,20190729,   15,  235
  344,20190729,   16,  236
  344,20190729,   17,  226
  344,20190729,   18,  221
  344,20190729,   19,  209
  344,20190729,   20,  177
  344,20190729,   21,  167
  344,20190729,   22,  171
  344,20190729,   23,  176
  344,20190729,   24,  179
  344,20190730,    1,  180
  344,20190730,    2,  172
  344,20190730,    3,  174
  344,20190730,    4,  172
  344,20190730,    5,  174
  344,20190730,    6,  189
  344,20190730,    7,  206
  344,20190730,    8,  233
  344,20190730,    9,  243
  344,20190730,   10,  248
  344,20190730,   11,  260
  344,20190730,   12,  270
  344,20190730,   13,  272
  344,20190730,   14,  260
  344,20190730,   15,  251
  344,20190730,   16,  252
  344,20190730,   17,  253
  344,20190730,   18,  243
  344,20190730,   19,  234
  344,20190730,   20,  198
  344,20190730,   21,  195
  344,20190730,   22,  199
  344,20190730,   23,  192
  344,20190730,   24,  186
  344,20190731,    1,  178
  344,20190731,    2,  176
  344,20190731,    3,  175
  344,20190731,    4,  171
  344,20190731,    5,  171
  344,20190731,    6,  178
  344,20190731,    7,  182
  344,20190731,    8,  186
  344,20190731,    9,  185
  344,20190731,   10,  173
  344,20190731,   11,  190
  344,20190731,   12,  188
  344,20190731,   13,  198
  344,20190731,   14,  195
  344,20190731,   15,  212
  344,20190731,   16,  213
  344,20190731,   17,  203
  344,20190731,   18,  185
  344,20190731,   19,  183
  344,20190731,   20,  167
  344,20190731,   21,  173
  344,20190731,   22,  175
  344,20190731,   23,  174
  344,20190731,   24,  175
  344,20190801,    1,  170
  344,20190801,    2,  173
  344,20190801,    3,  172
  344,20190801,    4,  171
  344,20190801,    5,  174
  344,20190801,    6,  180
  344,20190801,    7,  181
  344,20190801,    8,  185
  344,20190801,    9,  209
  344,20190801,   10,  203
  344,20190801,   11,  203
  344,20190801,   12,  208
  344,20190801,   13,  212
  344,20190801,   14,  206
  344,20190801,   15,  215
  344,20190801,   16,  210
  344,20190801,   17,  198
  344,20190801,   18,  193
  344,20190801,   19,  185
  344,20190801,   20,  174
  344,20190801,   21,  165
  344,20190801,   22,  162
  344,20190801,   23,  160
  344,20190801,   24,  161
  344,20190802,    1,  164
  344,20190802,    2,  167
  344,20190802,    3,  168
  344,20190802,    4,  167
  344,20190802,    5,  173
  344,20190802,    6,  180
  344,20190802,    7,  183
  344,20190802,    8,  196
  344,20190802,    9,  191
  344,20190802,   10,  187
  344,20190802,   11,  187
  344,20190802,   12,  197
  344,20190802,   13,  201
  344,20190802,   14,  212
  344,20190802,   15,  211
  344,20190802,   16,  206
  344,20190802,   17,  201
  344,20190802,   18,  196
  344,20190802,   19,  189
  344,20190802,   20,  189
  344,20190802,   21,  184
  344,20190802,   22,  180
  344,20190802,   23,  182
  344,20190802,   24,  173
  344,20190803,    1,  155
  344,20190803,    2,  137
  344,20190803,    3,  140
  344,20190803,    4,  144
  344,20190803,    5,  160
  344,20190803,    6,  173
  344,20190803,    7,  185
  344,20190803,    8,  193
  344,20190803,    9,  197
  344,20190803,   10,  203
  344,20190803,   11,  198
  344,20190803,   12,  199
  344,20190803,   13,  210
  344,20190803,   14,  213
  344,20190803,   15,  215
  344,20190803,   16,  211
  344,20190803,   17,  203
  344,20190803,   18,  192
  344,20190803,   19,  180
  344,20190803,   20,  169
  344,20190803,   21,  163
  344,20190803,   22,  148
  344,20190803,   23,  149
  344,20190803,   24,  145
  344,20190804,    1,  146
  344,20190804,    2,  137
  344,20190804,    3,  147
  344,20190804,    4,  155
  344,20190804,    5,  161
  344,20190804,    6,  173
  344,20190804,    7,  190
  344,20190804,    8,  203
  344,20190804,    9,  210
  344,20190804,   10,  220
  344,20190804,   11,  233
  344,20190804,   12,  232
  344,20190804,   13,  236
  344,20190804,   14,  234
  344,20190804,   15,  239
  344,20190804,   16,  244
  344,20190804,   17,  238
  344,20190804,   18,  224
  344,20190804,   19,  205
  344,20190804,   20,  202
  344,20190804,   21,  212
  344,20190804,   22,  210
  344,20190804,   23,  210
  344,20190804,   24,  202
  344,20190805,    1,  191
  344,20190805,    2,  188
  344,20190805,    3,  188
  344,20190805,    4,  189
  344,20190805,    5,  200
  344,20190805,    6,  195
  344,20190805,    7,  198
  344,20190805,    8,  198
  344,20190805,    9,  210
  344,20190805,   10,  216
  344,20190805,   11,  223
  344,20190805,   12,  230
  344,20190805,   13,  229
  344,20190805,   14,  241
  344,20190805,   15,  225
  344,20190805,   16,  211
  344,20190805,   17,  216
  344,20190805,   18,  214
  344,20190805,   19,  211
  344,20190805,   20,  200
  344,20190805,   21,  205
  344,20190805,   22,  194
  344,20190805,   23,  184
  344,20190805,   24,  167
  344,20190806,    1,  168
  344,20190806,    2,  171
  344,20190806,    3,  169
  344,20190806,    4,  169
  344,20190806,    5,  168
  344,20190806,    6,  177
  344,20190806,    7,  180
  344,20190806,    8,  196
  344,20190806,    9,  211
  344,20190806,   10,  213
  344,20190806,   11,  215
  344,20190806,   12,  223
  344,20190806,   13,  216
  344,20190806,   14,  221
  344,20190806,   15,  215
  344,20190806,   16,  226
  344,20190806,   17,  213
  344,20190806,   18,  210
  344,20190806,   19,  188
  344,20190806,   20,  182
  344,20190806,   21,  191
  344,20190806,   22,  189
  344,20190806,   23,  186
  344,20190806,   24,  180
  344,20190807,    1,  179
  344,20190807,    2,  174
  344,20190807,    3,  175
  344,20190807,    4,  172
  344,20190807,    5,  172
  344,20190807,    6,  176
  344,20190807,    7,  191
  344,20190807,    8,  179
  344,20190807,    9,  204
  344,20190807,   10,  201
  344,20190807,   11,  208
  344,20190807,   12,  220
  344,20190807,   13,  216
  344,20190807,   14,  220
  344,20190807,   15,  219
  344,20190807,   16,  217
  344,20190807,   17,  206
  344,20190807,   18,  202
  344,20190807,   19,  187
  344,20190807,   20,  191
  344,20190807,   21,  186
  344,20190807,   22,  180
  344,20190807,   23,  179
  344,20190807,   24,  178
  344,20190808,    1,  178
  344,20190808,    2,  170
  344,20190808,    3,  166
  344,20190808,    4,  169
  344,20190808,    5,  167
  344,20190808,    6,  184
  344,20190808,    7,  197
  344,20190808,    8,  207
  344,20190808,    9,  202
  344,20190808,   10,  208
  344,20190808,   11,  223
  344,20190808,   12,  215
  344,20190808,   13,  210
  344,20190808,   14,  217
  344,20190808,   15,  222
  344,20190808,   16,  220
  344,20190808,   17,  218
  344,20190808,   18,  220
  344,20190808,   19,  202
  344,20190808,   20,  183
  344,20190808,   21,  156
  344,20190808,   22,  160
  344,20190808,   23,  147
  344,20190808,   24,  174
  344,20190809,    1,  180
  344,20190809,    2,  182
  344,20190809,    3,  179
  344,20190809,    4,  171
  344,20190809,    5,  172
  344,20190809,    6,  179
  344,20190809,    7,  181
  344,20190809,    8,  184
  344,20190809,    9,  197
  344,20190809,   10,  204
  344,20190809,   11,  203
  344,20190809,   12,  205
  344,20190809,   13,  217
  344,20190809,   14,  230
  344,20190809,   15,  232
  344,20190809,   16,  240
  344,20190809,   17,  246
  344,20190809,   18,  248
  344,20190809,   19,  239
  344,20190809,   20,  204
  344,20190809,   21,  218
  344,20190809,   22,  214
  344,20190809,   23,  212
  344,20190809,   24,  207
  344,20190810,    1,  202
  344,20190810,    2,  200
  344,20190810,    3,  198
  344,20190810,    4,  199
  344,20190810,    5,  199
  344,20190810,    6,  195
  344,20190810,    7,  188
  344,20190810,    8,  200
  344,20190810,    9,  202
  344,20190810,   10,  214
  344,20190810,   11,  216
  344,20190810,   12,  213
  344,20190810,   13,  226
  344,20190810,   14,  217
  344,20190810,   15,  228
  344,20190810,   16,  222
  344,20190810,   17,  213
  344,20190810,   18,  203
  344,20190810,   19,  195
  344,20190810,   20,  189
  344,20190810,   21,  186
  344,20190810,   22,  180
  344,20190810,   23,  178
  344,20190810,   24,  177
  344,20190811,    1,  169
  344,20190811,    2,  162
  344,20190811,    3,  164
  344,20190811,    4,  163
  344,20190811,    5,  163
  344,20190811,    6,  167
  344,20190811,    7,  174
  344,20190811,    8,  186
  344,20190811,    9,  188
  344,20190811,   10,  198
  344,20190811,   11,  202
  344,20190811,   12,  208
  344,20190811,   13,  201
  344,20190811,   14,  205
  344,20190811,   15,  199
  344,20190811,   16,  192
  344,20190811,   17,  188
  344,20190811,   18,  192
  344,20190811,   19,  180
